layer, player, Tlayer, theta, time
12, 625.000000, 251.547281, 287.699841, 661.814148 
13, 675.000000, 256.813261, 287.334514, 661.814148 
14, 725.000000, 261.785816, 286.978617, 661.814148 
15, 775.000000, 266.500376, 286.632817, 661.814148 
16, 825.000000, 270.988833, 286.300229, 661.814148 
17, 875.000000, 275.277156, 285.982396, 661.814148 
18, 925.000000, 279.378742, 285.671653, 661.814148 
19, 975.000000, 283.306540, 285.363313, 661.814148 
0, 25.000000, 170.416020, 488.924551, 694.152405 
1, 75.000000, 182.518795, 382.576827, 694.152405 
2, 125.000000, 186.213574, 337.316082, 694.152405 
3, 175.000000, 187.387189, 308.329260, 694.152405 
4, 225.000000, 190.686665, 292.018949, 694.152405 
5, 275.000000, 200.973048, 290.621994, 694.152405 
6, 325.000000, 210.561257, 290.295539, 694.152405 
7, 375.000000, 219.010267, 289.847679, 694.152405 
8, 425.000000, 226.638705, 289.406760, 694.152405 
9, 475.000000, 233.630360, 289.003121, 694.152405 
10, 525.000000, 240.084837, 288.615212, 694.152405 
11, 575.000000, 246.084337, 288.237381, 694.152405 
12, 625.000000, 251.689210, 287.862168, 694.152405 
13, 675.000000, 256.957104, 287.495453, 694.152405 
14, 725.000000, 261.941043, 287.148783, 694.152405 
15, 775.000000, 266.675319, 286.820975, 694.152405 
16, 825.000000, 271.188834, 286.511530, 694.152405 
17, 875.000000, 275.503491, 286.217533, 694.152405 
18, 925.000000, 279.628502, 285.927039, 694.152405 
19, 975.000000, 283.573472, 285.632183, 694.152405 
0, 25.000000, 170.214487, 488.346350, 726.664429 
1, 75.000000, 182.381764, 382.289596, 726.664429 
2, 125.000000, 186.065736, 337.048280, 726.664429 
3, 175.000000, 187.241981, 308.090332, 726.664429 
4, 225.000000, 190.664974, 291.985731, 726.664429 
5, 275.000000, 201.100699, 290.806586, 726.664429 
6, 325.000000, 210.707443, 290.497081, 726.664429 
7, 375.000000, 219.177769, 290.069359, 726.664429 
8, 425.000000, 226.826020, 289.645952, 726.664429 
9, 475.000000, 233.833275, 289.254129, 726.664429 
10, 525.000000, 240.296957, 288.870209, 726.664429 
11, 575.000000, 246.298280, 288.487971, 726.664429 
12, 625.000000, 251.897779, 288.100713, 726.664429 
13, 675.000000, 257.154526, 287.716337, 726.664429 
14, 725.000000, 262.124029, 287.349378, 726.664429 
15, 775.000000, 266.843724, 287.002103, 726.664429 
16, 825.000000, 271.345960, 286.677534, 726.664429 
17, 875.000000, 275.655656, 286.375615, 726.664429 
18, 925.000000, 279.783823, 286.085859, 726.664429 
19, 975.000000, 283.740207, 285.800128, 726.664429 
0, 25.000000, 170.022459, 487.795419, 759.269348 
1, 75.000000, 182.247185, 382.007506, 759.269348 
2, 125.000000, 185.923273, 336.790216, 759.269348 
3, 175.000000, 187.109062, 307.871625, 759.269348 
4, 225.000000, 190.650050, 291.962876, 759.269348 
5, 275.000000, 201.222607, 290.982874, 759.269348 
6, 325.000000, 210.823525, 290.657121, 759.269348 
7, 375.000000, 219.292849, 290.221660, 759.269348 
8, 425.000000, 226.945406, 289.798403, 759.269348 
9, 475.000000, 233.963155, 289.414792, 759.269348 
10, 525.000000, 240.442822, 289.045559, 759.269348 
11, 575.000000, 246.463645, 288.681662, 759.269348 
12, 625.000000, 252.083298, 288.312896, 759.269348 
13, 675.000000, 257.357840, 287.943815, 759.269348 
14, 725.000000, 262.340266, 287.586424, 759.269348 
